,mol_id,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
4240,gdb_4241,3.9698,2.02811,1.34233,3.2855,59.74,-0.2554,-0.0481,0.2073,825.2523,0.086103,-414.720389,-414.714133,-414.713189,-414.75102400000003,23.439,-1277.1872654610002,-1283.926712121,-1290.445275613,-1195.52387171
4280,gdb_4281,4.0471900000000005,2.03472,1.35594,8.9868,58.96,-0.2391,-0.0278,0.2113,820.7026,0.08655499999999999,-410.903012,-410.89639500000004,-410.89545,-410.934076,24.471999999999998,-1230.909731729,-1237.422020131,-1243.9399561139999,-1149.155349173
4320,gdb_4321,4.17518,2.0651900000000003,1.38174,5.1669,55.77,-0.2698,-0.0552,0.2146,795.1626,0.073931,-430.795971,-430.789503,-430.78855899999996,-430.826698,23.541,-1176.011479355,-1181.728713854,-1187.6542813410001,-1100.783190399
4360,gdb_4361,3.71545,1.82096,1.22498,1.1655,77.1,-0.1856,0.0209,0.2065,953.5209,0.13361800000000001,-342.854042,-342.846856,-342.845912,-342.884791,29.06,-1633.722191536,-1643.43352082,-1652.324068332,-1525.900457611
4400,gdb_4401,3.68695,2.06143,1.32307,5.2785,66.87,-0.2055,-0.0358,0.1697,853.2152,0.096748,-398.669423,-398.66274,-398.661796,-398.70005299999997,25.796999999999997,-1393.809813111,-1401.1704936810002,-1408.2820531779998,-1305.7659078481
4440,gdb_4441,3.5084199999999996,1.9574599999999998,1.26874,3.7274,58.24,-0.2077,0.0364,0.2441,894.7195,0.094399,-435.757674,-435.750215,-435.749271,-435.789288,27.04,-1312.5122571071001,-1319.3853631841,-1326.4969226811,-1224.829797028
4480,gdb_4481,3.64466,1.70012,1.17149,1.3035,64.06,-0.1706,0.0627,0.2333,974.2079,0.117622,-399.829858,-399.821265,-399.820321,-399.862572,30.92,-1494.1415996120002,-1502.08084348,-1510.378394987,-1394.0344613329999
4520,gdb_4521,3.7085199999999996,1.7741099999999999,1.2085,1.2881,61.68,-0.1635,0.0506,0.2141,935.7493,0.107649,-415.870361,-415.862434,-415.86149,-415.90209500000003,29.6,-1370.953425295,-1378.421409904,-1386.125965406,-1276.608702163
4560,gdb_4561,4.03032,1.8005,1.25528,2.1071,61.58,-0.1781,0.0491,0.2272,910.3017,0.106394,-415.875232,-415.867122,-415.866178,-415.908355,28.307,-1374.010021634,-1381.363172096,-1389.067727598,-1280.536908503
4600,gdb_4601,5.56237,1.5519999999999998,1.2226299999999999,4.8228,68.17,-0.2315,-0.0566,0.175,939.1595,0.10787100000000001,-382.60611800000004,-382.599246,-382.598302,-382.637198,25.613000000000003,-1502.68952721,-1510.820788832,-1518.525344334,-1408.55062703
4640,gdb_4641,6.66533,1.25596,1.0638299999999998,3.0428,78.82,-0.1982,0.0185,0.2167,1076.1494,0.11893599999999999,-325.542935,-325.535178,-325.53423300000003,-325.574813,29.057,-1587.446540331,-1595.9116367410002,-1604.208560739,-1487.3268518721
4680,gdb_4681,6.360130000000001,1.3508799999999999,1.12202,6.1124,70.13,-0.2415,-0.0375,0.2039,994.7718,0.097496,-357.70390299999997,-357.69685699999997,-357.69591299999996,-357.73533599999996,25.209,-1391.247066355,-1398.3799611581,-1405.491520655,-1303.602884325
4720,gdb_4721,6.4987,1.34599,1.1228,5.4786,69.64,-0.2427,-0.0383,0.2044,995.4189,0.09729199999999999,-357.703933,-357.696843,-357.695898,-357.73546699999997,25.388,-1391.265891625,-1398.3711760320002,-1405.48210802,-1303.6850880041
4760,gdb_4761,4.54135,1.55405,1.17009,3.9597,66.96,-0.1716,0.0535,0.2251,991.8745,0.119046,-395.99154,-395.983339,-395.982395,-396.024428,29.344,-1434.7233999110001,-1442.9079997979998,-1451.205551305,-1334.365258032
4800,gdb_4801,4.80484,1.51968,1.163,2.0757,59.89,-0.1832,0.0565,0.2396,969.1998,0.107953,-415.891105,-415.88347000000005,-415.882526,-415.923024,27.666999999999998,-1383.970471991,-1391.621689228,-1399.32624473,-1289.741838024
4840,gdb_4841,4.3199,1.49797,1.14667,1.1899,73.94,-0.172,0.042,0.214,1055.0073,0.142282,-363.892526,-363.884222,-363.883277,-363.925631,29.875,-1669.799566473,-1679.6978934391,-1689.1808094470002,-1556.822846113
4880,gdb_4881,5.0355099999999995,1.3454700000000002,1.13166,5.2215,63.25,-0.2132,0.0266,0.2398,1036.0259,0.11943599999999999,-399.86226899999997,-399.85470699999996,-399.853763,-399.894467,27.491999999999997,-1514.4797938110999,-1523.0659994581,-1531.363550965,-1414.0488608879998
4920,gdb_4921,6.71745,1.21354,1.0437,1.4593,72.67,-0.1834,0.0347,0.2182,1136.5039,0.142332,-363.888167,-363.879959,-363.879015,-363.92075,29.973000000000003,-1667.0642547420002,-1677.0228225720002,-1686.506366089,-1553.7599746839999
4960,gdb_4961,3.1892400000000003,2.2461599999999997,1.33972,2.0205,77.75,-0.2414,-0.0122,0.2292,917.1329,0.14363299999999998,-326.801926,-326.794486,-326.793542,-326.833394,28.087,-1749.6231038360002,-1760.0642260871,-1769.547769604,-1635.8751749151002
5000,gdb_5001,3.33735,2.43207,1.41905,2.4644,64.11,-0.2485,-0.0747,0.1738,815.074,0.095884,-398.651923,-398.64521,-398.644265,-398.68290099999996,24.677,-1382.828405611,-1390.1702609110998,-1397.281192899,-1295.00287348
5040,gdb_5041,3.59145,2.4438299999999997,1.46753,4.3772,61.44,-0.2666,-0.0641,0.2025,788.3709,0.09804700000000001,-394.84548,-394.83890499999995,-394.837961,-394.876397,23.625999999999998,-1343.412055285,-1350.839879318,-1357.951438815,-1255.188054939
5080,gdb_5081,3.2245,1.9471900000000002,1.2325700000000002,0.6786,71.26,-0.1739,0.0586,0.2325,970.7644,0.14110999999999999,-363.90716000000003,-363.898166,-363.897222,-363.940783,32.073,-1678.982533179,-1688.447878935,-1697.931422452,-1566.3308624810002
5120,gdb_5121,3.4513800000000003,2.02224,1.29445,0.3327,67.95,-0.1728,0.0609,0.2337,919.1874,0.131537,-379.945056,-379.93687,-379.935926,-379.97756699999996,30.078000000000003,-1554.1584428991,-1563.241635674,-1572.132183186,-1447.18635616
5160,gdb_5161,7.601719999999999,1.26826,1.113,2.997,63.53,-0.2204,0.0022,0.2226,1003.8999,0.095972,-398.6149,-398.608018,-398.607074,-398.646971,24.489,-1359.596139904,-1366.8319461830001,-1373.94350568,-1272.45647511
5200,gdb_5201,7.657360000000001,1.18729,1.06009,3.2382,57.51,-0.2434,-0.0083,0.2351,1015.4465,0.083865,-418.51239,-418.505766,-418.50482200000005,-418.54399,23.416999999999998,-1307.541130809,-1314.050281666,-1320.568845158,-1226.843473409
5240,gdb_5241,7.02613,1.18077,1.02682,3.2083,67.41,-0.2139,0.038,0.2519,1123.4214,0.131915,-379.948142,-379.94037099999997,-379.939427,-379.9814,27.245,-1556.0949356729998,-1565.4385446831,-1574.329092195,-1449.5915981571
5280,gdb_5281,5.1022,1.71721,1.28704,1.8432,63.48,-0.2382,-0.0343,0.2039,878.1404,0.097803,-394.818392,-394.811673,-394.810729,-394.84946,25.044,-1326.4140914930001,-1333.75155423,-1340.863113727,-1238.284845006
5320,gdb_5321,4.421069999999999,1.4965,1.16321,2.5887,70.27,-0.2046,0.0443,0.2489,1014.9989,0.143287,-363.897813,-363.889967,-363.889022,-363.930156,29.816,-1673.1172065560002,-1683.3029326439998,-1692.7858486520001,-1559.662324338
5360,gdb_5361,5.5809,1.61137,1.25035,1.601,63.77,-0.26899999999999996,-0.0872,0.1818,874.8874,0.086076,-377.580268,-377.574108,-377.573164,-377.610836,22.017,-1325.935929635,-1332.736244668,-1339.25480816,-1244.486516453
5400,gdb_5401,5.39096,1.66577,1.28282,1.6581,67.31,-0.2413,-0.0421,0.1992,902.5318,0.10936400000000002,-378.768081,-378.76140899999996,-378.760465,-378.799085,24.305,-1443.447657538,-1451.7037934510001,-1459.4083489529999,-1348.9008765081
5440,gdb_5441,3.7715699999999996,1.90088,1.26563,1.5496,70.03,-0.1882,0.0163,0.2044,889.4459,0.09554,-361.461077,-361.453828,-361.452884,-361.492236,27.604,-1399.74667576,-1406.752813745,-1413.864373242,-1312.29074643
5480,gdb_5481,3.69219,1.91012,1.25886,2.6066,61.3,-0.2299,-0.0459,0.184,865.9852,0.085859,-414.718711,-414.712177,-414.711233,-414.74953999999997,23.948,-1276.1343053589999,-1282.699304517,-1289.2178680089999,-1194.5926483541
5520,gdb_5521,2.99052,1.84625,1.23549,0.6747,75.05,-0.2067,0.0273,0.23399999999999999,1018.8189,0.153665,-347.84909500000003,-347.840755,-347.83981,-347.882431,30.197,-1791.150394438,-1801.9153113331,-1811.991223346,-1671.9412546901
5560,gdb_5561,3.3527400000000003,1.82768,1.2694299999999998,1.4644,56.72,-0.225,-0.0078,0.2172,900.0776,0.09612899999999999,-435.758507,-435.75124800000003,-435.750304,-435.790473,25.954,-1313.0349721041,-1320.033579981,-1327.145139478,-1225.5733951931
5600,gdb_5601,3.6757699999999995,1.93324,1.30592,2.1287,59.31,-0.1959,0.0419,0.2379,874.4866,0.109269,-415.888941,-415.881873,-415.880929,-415.920235,26.581,-1382.6125425151001,-1390.619557355,-1398.324112857,-1287.991715423
5640,gdb_5641,3.4083099999999997,1.8981700000000001,1.33369,3.445,66.31,-0.1896,0.0406,0.2302,923.5031,0.131805,-379.984466,-379.976692,-379.975748,-380.017267,28.359,-1578.888572589,-1588.2302990720002,-1597.120846584,-1472.09846346
5680,gdb_5681,5.19586,2.2420400000000003,1.58148,3.3086,68.91,-0.2137,-0.0133,0.2004,757.0818,0.11085,-341.628479,-341.622858,-341.621914,-341.657986,22.494,-1492.521998883,-1501.4382742641,-1509.142829766,-1397.2918605520001
5720,gdb_5721,4.9417,1.96407,1.43098,3.3571,67.31,-0.2081,0.0358,0.2439,825.5561,0.122156,-362.687351,-362.680898,-362.679954,-362.718831,24.291999999999998,-1541.3930273120002,-1550.675767949,-1558.9733194560001,-1440.767566599
5760,gdb_5761,6.12692,1.4628299999999999,1.3017299999999998,1.1129,68.01,-0.2258,0.0101,0.2359,935.5998,0.120854,-362.68516,-362.678548,-362.67760400000003,-362.716769,24.613000000000003,-1540.018155093,-1549.201121799,-1557.498673306,-1439.473643041
5800,gdb_5801,3.34071,1.30239,1.19174,3.3959,75.0,-0.2433,0.0309,0.2743,1136.3092,0.18601199999999998,-366.314543,-366.304315,-366.30337099999997,-366.35008500000004,37.496,-1933.9337922981,-1946.1790029239999,-1958.034530461,-1795.7443878271
5840,gdb_5841,3.07452,1.374,1.22153,2.4765,78.14,-0.2358,-0.0063,0.2295,1153.8687,0.196652,-350.241733,-350.23132599999997,-350.23038199999996,-350.276906,37.825,-2036.849033352,-2049.8711001201,-2062.319623662,-1892.050704093
5880,gdb_5881,3.91442,0.87561,0.8549200000000001,1.2816,81.01,-0.2406,0.0369,0.2775,1470.3465,0.173578,-348.978277,-348.967804,-348.96686,-349.014457,36.963,-1871.8706421620002,-1883.0741878480999,-1894.33671938,-1741.0751762381
5920,gdb_5921,3.7909699999999997,1.39037,1.30708,0.9684,65.8,-0.2696,0.0044,0.27399999999999997,980.0083,0.128832,-379.963922,-379.95500899999996,-379.954064,-379.997011,31.801,-1565.9970276930999,-1574.6240214251002,-1583.513941428,-1459.387641156
5960,gdb_5961,3.39149,1.1603700000000001,1.0544,0.4286,69.99,-0.2625,0.0363,0.2988,1178.3666,0.149754,-384.897124,-384.88719199999997,-384.886248,-384.931537,35.902,-1684.6131714361,-1694.378466494,-1704.455006016,-1565.823835209
6000,gdb_6001,2.72969,1.76164,1.43216,5.7915,68.46,-0.2635,-0.0324,0.2311,956.7517,0.138816,-363.901158,-363.891724,-363.890779,-363.935253,33.366,-1675.2162241611,-1684.4054659570002,-1693.888381965,-1562.860737711
6040,gdb_6041,3.0045599999999997,1.51562,1.34425,5.0249,66.84,-0.2458,0.0246,0.2704,1022.325,0.164367,-402.244102,-402.23479,-402.23384599999997,-402.27791099999996,34.202,-1753.3981979801001,-1764.4404738531,-1775.11000938,-1627.2362585121
6080,gdb_6081,4.777340000000001,0.8745299999999999,0.76108,5.3366,68.12,-0.2611,-0.0394,0.2217,1435.0806,0.11751600000000001,-399.793927,-399.784876,-399.783932,-399.829119,31.186999999999998,-1471.5945737330999,-1479.2464184791,-1487.543969986,-1373.0424027561
6120,gdb_6121,2.89836,1.7775299999999998,1.47432,3.9189,72.85,-0.2377,0.042,0.2797,962.6767,0.163776,-365.101541,-365.092524,-365.09157999999996,-365.134776,32.891,-1800.615740194,-1811.843758731,-1822.5132942579999,-1674.3496342320002
6160,gdb_6161,3.3826300000000002,1.40353,1.2802799999999999,2.6287,77.08,-0.239,-0.0098,0.2292,1082.5603,0.174542,-349.02961899999997,-349.02031600000004,-349.01937200000003,-349.06321299999996,34.365,-1904.0882092401,-1916.0259404560002,-1927.2884719879999,-1771.6700050420002
6200,gdb_6201,3.8544199999999997,1.56195,1.46939,3.6084,65.33,-0.2569,0.0293,0.2863,920.1210000000001,0.142022,-401.023415,-401.015562,-401.01461800000004,-401.055303,29.956999999999997,-1615.2577392110998,-1625.438445227,-1634.921988744,-1501.2613167260001
6240,gdb_6241,4.82871,1.2323600000000001,1.15205,4.7958,58.1,-0.3083,-0.0798,0.2284,1017.4218,0.08165800000000001,-414.690227,-414.68211,-414.681166,-414.723802,27.081999999999997,-1258.2603390030001,-1263.831991414,-1270.350554906,-1178.4418217119999
6280,gdb_6281,3.01076,1.42509,1.02324,3.5945,72.77,-0.2788,0.0218,0.3006,1175.6675,0.162485,-365.079893,-365.070091,-365.06914700000004,-365.117626,34.426,-1787.0314253621,-1797.766849334,-1808.436384861,-1663.587854882
6320,gdb_6321,4.516290000000001,1.11924,1.04334,3.4410000000000003,58.99,-0.2602,-0.0315,0.2288,1126.069,0.116048,-436.992704,-436.98363200000006,-436.982688,-437.02751100000006,30.857,-1459.6530774629998,-1467.291117011,-1475.5886685179998,-1360.6032918491
6360,gdb_6361,4.78884,1.0783,0.93586,2.6933,59.47,-0.2478,-0.0311,0.2167,1185.2294,0.11677799999999999,-436.97829900000005,-436.969495,-436.968551,-437.012638,30.7,-1450.6138103179999,-1458.4200222779998,-1466.717573785,-1351.270350492
6400,gdb_6401,4.33627,1.04047,1.0357,5.1864,68.72,-0.2437,0.0204,0.2642,1227.5663,0.164413,-402.22688,-402.21769900000004,-402.216755,-402.26124599999997,32.629,-1742.5912379820002,-1753.7157175339999,-1764.385253061,-1616.7788210270999
6440,gdb_6441,3.8732900000000003,1.47213,1.29329,4.3279,68.97,-0.2742,0.0141,0.2883,1000.7953,0.140647,-363.870763,-363.862365,-363.861421,-363.903617,30.638,-1656.1430881060999,-1665.9824292260998,-1675.4659727429998,-1543.0088629871
6480,gdb_6481,3.86521,1.35891,1.2409999999999999,1.6015,76.19,-0.2056,0.0816,0.2872,1105.0425,0.18651700000000002,-366.227444,-366.21815899999996,-366.217215,-366.260966,34.172,-1879.278385907,-1892.11533752,-1903.970865057,-1739.8214132560001
6520,gdb_6521,2.67319,1.9302700000000002,1.38406,2.718,76.61,-0.2452,-0.0217,0.2234,986.1441,0.174021,-349.017117,-349.007684,-349.00674,-349.050498,34.787,-1896.2430917220001,-1908.0992467680999,-1919.3617783,-1763.6912281071
6560,gdb_6561,3.83606,1.29954,1.28122,2.8969,71.1,-0.2514,0.0746,0.326,1076.3579,0.17481,-386.126295,-386.11724100000004,-386.11629700000003,-386.159558,34.228,-1828.0774165610999,-1840.1707700089999,-1851.433301541,-1695.1954832120002
6600,gdb_6601,4.7701400000000005,1.42082,1.34734,2.3296,68.67,-0.2391,0.0798,0.3189,983.3928,0.152453,-384.879977,-384.87199300000003,-384.871049,-384.91202400000003,30.572,-1673.8532746131,-1684.8409572029998,-1694.917496725,-1553.5792520920002
6640,gdb_6641,8.14016,0.78996,0.73398,4.0564,75.98,-0.2411,-0.0128,0.2283,1443.2022,0.092873,-361.440518,-361.431622,-361.430678,-361.47559900000005,30.665,-1386.8457182289999,-1392.8183488910001,-1399.9299083879998,-1301.850879197
6680,gdb_6681,6.82017,0.8246700000000001,0.7770600000000001,4.5672,62.92,-0.2439,-0.0205,0.2234,1397.0702,0.12936,-417.106056,-417.096856,-417.095912,-417.141257,31.368000000000002,-1518.511539136,-1526.9578102760001,-1535.848357788,-1412.971427935
6720,gdb_6721,5.81246,0.74664,0.71339,4.0008,66.35,-0.2744,0.0108,0.2852,1563.7283,0.15121700000000002,-422.100121,-422.09059699999995,-422.089653,-422.135726,32.696,-1675.3197631460998,-1685.3404543670001,-1695.416993889,-1557.022393975
6760,gdb_6761,6.559260000000001,0.66665,0.6301399999999999,2.6331,75.16,-0.2519,0.0312,0.2831,1794.8172,0.1504,-384.892061,-384.88189700000004,-384.880953,-384.928702,34.196,-1681.4360933691,-1691.0558063391,-1701.132345861,-1564.0448471939999
6800,gdb_6801,5.79142,0.67907,0.63654,0.9504,83.65,-0.2453,0.08800000000000001,0.3333,1881.6635,0.220692,-351.41632999999996,-351.40540699999997,-351.40446299999996,-351.453342,38.305,-2146.0676023111,-2160.5429799231,-2174.177495475,-1989.0523003310998
6840,gdb_6841,3.22365,1.44048,1.2897,2.3091,71.32,-0.2421,0.0658,0.3078,1071.2425,0.174867,-386.128971,-386.119737,-386.11879300000004,-386.16268199999996,33.927,-1829.756630645,-1841.7370324729998,-1852.999564005,-1697.1558213279998
6880,gdb_6881,2.91426,1.67467,1.4725700000000002,3.3263,73.57,-0.2444,0.0156,0.26,963.0061,0.15178599999999998,-343.978141,-343.96907999999996,-343.96813599999996,-344.011154,32.909,-1711.252811013,-1721.56466641,-1731.641205932,-1591.4807956920001
6920,gdb_6921,4.86114,0.9970100000000001,0.94116,3.3691,73.64,-0.237,-0.0181,0.2189,1280.9608,0.163057,-365.0557,-365.046456,-365.04551200000003,-365.090141,33.016999999999996,-1771.850100125,-1782.935674119,-1793.605209646,-1646.340770017
6960,gdb_6961,2.62783,2.28924,1.6613900000000001,3.5984,63.99,-0.2468,0.0273,0.2741,845.8119,0.142881,-401.052646,-401.044765,-401.043821,-401.084452,29.945999999999998,-1633.60045479,-1643.7635905539998,-1653.2471340710001,-1519.5525765670002
7000,gdb_7001,2.58195,2.05599,1.56774,4.3553,64.05,-0.256,0.012,0.268,898.1802,0.141074,-401.027193,-401.018591,-401.017647,-401.059914,31.39,-1617.6284682131,-1627.3391699879999,-1636.822713505,-1504.154760725
7040,gdb_7041,7.11733,0.89431,0.79845,5.4332,71.8,-0.2572,-0.0416,0.2156,1367.0605,0.106083,-378.72812200000004,-378.71931800000004,-378.718373,-378.763669,29.171999999999997,-1418.3730254070001,-1425.291312132,-1432.995240125,-1326.6770177639999
7080,gdb_7081,3.0564400000000003,1.1619,0.8910799999999999,3.4488,68.11,-0.252,-0.0283,0.2237,1265.5039,0.13911400000000002,-401.007398,-400.998071,-400.997127,-401.042935,31.445,-1605.2069275581,-1614.462685308,-1623.946228825,-1493.500285414
7120,gdb_7121,6.29038,0.93852,0.8907,1.1452,64.6,-0.2342,-0.0254,0.2089,1298.9944,0.129298,-417.076141,-417.06719,-417.06624500000004,-417.110679,30.226,-1499.739607401,-1508.3421282820002,-1517.232048285,-1393.783457733
7160,gdb_7161,5.75609,0.79167,0.73747,0.7521,84.89,-0.2581,0.0557,0.3137,1595.2006,0.197544,-313.051506,-313.041186,-313.040242,-313.086925,37.251,-2054.155731572,-2067.233019132,-2079.681542674,-1909.7677931991
7200,gdb_7201,5.353619999999999,0.74642,0.6846300000000001,0.4062,76.07,-0.2515,0.0797,0.3312,1673.3829999999998,0.19784300000000002,-387.327874,-387.31726000000003,-387.316315,-387.36397200000005,36.709,-1954.2274333581,-1967.118978254,-1979.566874287,-1809.7535262520998
7240,gdb_7241,3.90125,1.54944,1.1294799999999998,4.4655,54.95,-0.2812,-0.0651,0.2162,958.5144,0.082688,-451.850836,-451.84296500000005,-451.842021,-451.883821,27.252,-1222.368079221,-1228.093471337,-1234.6120348289999,-1141.923307948
7280,gdb_7281,2.85217,1.37877,1.09016,3.6404,76.07,-0.2481,0.0344,0.2825,1177.6855,0.186946,-366.303456,-366.293425,-366.292481,-366.33902,35.827,-1926.976600015,-1939.3454299141001,-1951.200957451,-1788.8010007420999
7320,gdb_7321,4.67694,1.03243,0.85905,1.4665,61.97,-0.2418,-0.0835,0.1583,1288.3172,0.126386,-420.90364000000005,-420.89401100000003,-420.893067,-420.939475,31.995,-1552.3687872310998,-1560.546484519,-1569.4370320310002,-1447.5867069020999
7360,gdb_7361,3.77075,0.9791,0.8955799999999999,3.7203,71.8,-0.2392,-0.0092,0.23,1357.8547,0.17367,-386.159855,-386.149455,-386.14851,-386.196457,35.613,-1849.1366186010998,-1860.385344935,-1871.6472489579999,-1718.3499378031
7400,gdb_7401,3.3114,1.5662,1.3305799999999999,4.2108,60.7,-0.2373,-0.0685,0.1688,952.4436,0.10439000000000001,-415.890828,-415.881829,-415.88088500000003,-415.92515099999997,30.775,-1383.7966519981,-1390.5919469589999,-1398.296502461,-1291.0765496671002
7440,gdb_7441,3.04051,1.46156,1.23563,4.9144,66.96,-0.2498,0.0168,0.2666,1062.3833,0.165007,-402.242612,-402.23347,-402.23252599999995,-402.27633,33.597,-1752.4632095701002,-1763.6121619731,-1774.2816975,-1626.2441667829999
7480,gdb_7481,4.12901,1.29979,1.21688,4.2807,68.71,-0.2684,0.0092,0.2776,1054.9378,0.152424,-384.959507,-384.951237,-384.95029300000004,-384.992211,30.427,-1723.7590653829998,-1734.5672803991001,-1744.6438199210002,-1603.8973162751001
7520,gdb_7521,3.3494800000000002,1.3727,1.2998299999999998,1.4204,77.46,-0.2249,0.0545,0.2794,1062.7905,0.16256400000000001,-327.865688,-327.856465,-327.855521,-327.899225,34.159,-1789.29171278,-1800.3910919720001,-1811.060627499,-1663.471138208
7560,gdb_7561,2.94896,1.7612400000000001,1.60695,1.6875,67.44,-0.2314,-0.0146,0.2168,920.0122,0.151026,-384.948511,-384.939565,-384.938621,-384.983029,31.58,-1716.8589764191001,-1727.242995351,-1737.3195348729998,-1598.135528637
7600,gdb_7601,2.80055,2.00675,1.42711,3.4763,62.45,-0.2356,-0.026000000000000002,0.2097,901.2146,0.127371,-420.878206,-420.86977699999994,-420.868833,-420.910774,31.495,-1536.408723325,-1545.3394314129998,-1554.229978925,-1429.576571093
